Janner1,Janner2,Janner3,Country1,Country2,Country3,Main_Acter,Director1,Director2,Director3,type,release_year,rating,duration[Seasons/Min],,,,,
6,,,4,,,2572,2493,,,1,69,3,54,,,,,
6,,,4,,,2575,3185,,,1,70,3,113,,,,,
6,,,4,,,12,2558,,,1,69,3,53,,,,,
6,,,4,,,2576,2907,,,1,69,3,53,,,,,
6,,,4,,,2575,1967,,,1,70,2,53,,,,,
6,,,4,,,12,1397,,,1,69,2,54,,,,,
6,,,4,,,2572,2371,,,1,69,3,54,,,,,
6,,,4,,,2572,3001,,,1,69,2,52,,,,,
6,,,4,,,2572,1866,,,1,69,3,54,,,,,
6,,,4,,,2577,1053,,,1,69,3,54,,,,,
6,,,4,,,2575,3118,,,1,70,2,53,,,,,
6,,,4,,,2575,1332,,,1,69,2,53,,,,,
6,,,4,,,12,455,3310,,1,70,2,53,,,,,
6,,,4,,,12,1934,,,1,70,2,113,,,,,
8,,,4,,,2578,1644,,,1,64,3,53,,,,,
15,1,,19,,,12,977,,,0,70,3,1,,,,,
2,,,4,,,2144,3229,,,1,47,2,102,,,,,
6,29,,4,,,2579,497,,,1,68,2,114,,,,,
2,,,21,12,,2580,2083,135,,1,61,2,99,,,,,
5,1,26,32,,,2581,1308,,,0,71,3,1,,,,,
5,1,22,26,,,2582,2565,,,0,68,2,1,,,,,
15,1,34,10,,,12,996,,,0,70,3,1,,,,,
6,10,,38,,,12,1527,,,1,64,2,55,,,,,
6,10,29,16,,,12,2360,,,1,67,3,91,,,,,
16,5,,37,,,917,2360,,,0,63,3,1,,,,,
23,22,,4,,,2583,1224,,,0,67,3,7,,,,,
9,5,15,21,,,12,2231,,,0,68,1,1,,,,,
2,28,10,27,26,52,2584,1892,,,1,65,2,117,,,,,
2,28,10,27,26,52,2584,371,,,1,65,2,124,,,,,
2,10,,1,,,2585,2612,,,1,68,2,102,,,,,
6,10,29,21,,,2586,2568,3517,,1,68,3,122,,,,,
7,2,28,4,,,1849,2865,,,1,66,2,84,,,,,
6,10,,19,68,14,1012,1474,,,1,61,3,84,,,,,
4,11,,30,,,2587,2583,,,1,70,2,120,,,,,
1,22,,11,45,,2588,3114,,,0,69,3,2,,,,,
4,24,7,4,,,2589,1454,3416,,1,13,3,127,,,,,
4,7,,4,,,2590,1888,,,1,59,2,122,,,,,
4,7,,4,,,2590,3069,,,1,56,2,125,,,,,
5,1,22,23,,,2591,2020,,,0,69,3,1,,,,,
9,12,,4,46,21,2592,1948,,,0,67,1,4,,,,,
12,23,,21,3,,2593,3180,,,0,69,2,1,,,,,
8,,,10,,,2593,2334,,,1,70,1,23,,,,,
8,,,10,,,2593,1774,1718,,1,70,1,23,,,,,
7,10,,6,,,2594,1774,1718,,1,70,2,121,,,,,
19,,,4,,,2595,1774,1718,,0,67,1,3,,,,,
7,10,,14,,,1498,3220,,,1,67,1,107,,,,,
1,30,23,32,,,1047,1633,3316,10,0,63,2,1,,,,,
4,,,4,,,2596,2296,,,1,68,1,91,,,,,
4,7,10,26,,,2597,145,,,1,68,1,89,,,,,
23,22,,30,,,2598,1965,,,0,69,3,7,,,,,
12,23,,19,,,2599,3193,,,0,69,3,1,,,,,
4,7,10,6,,,386,1079,,,1,47,2,154,,,,,
1,30,23,8,,,2600,2216,,,0,70,3,1,,,,,
7,3,10,8,,,2601,591,,,1,61,3,94,,,,,
1,,30,22,,,196,250,,,0,67,3,1,,,,,
7,3,10,8,,,2601,2248,,,1,63,1,103,,,,,
7,3,10,8,,,2601,869,,,1,64,3,103,,,,,
7,3,10,10,,,12,1837,,,1,67,3,106,,,,,
7,2,10,6,,,205,516,,,1,64,3,129,,,,,
12,26,33,12,,,2602,1424,,,0,66,1,2,,,,,
7,10,29,6,,,2603,987,,,1,71,3,157,,,,,
7,10,29,6,,,2603,3066,,,1,71,1,146,,,,,
7,10,29,6,,,2603,1191,,,1,71,1,146,,,,,
20,,,4,,,581,1877,,,1,69,3,102,,,,,
7,10,,13,,,2604,2056,,,1,71,1,109,,,,,
7,10,35,9,,,12,786,,,1,68,1,110,,,,,
4,7,2,22,4,,2605,786,,,1,69,3,121,,,,,
6,,,4,,,12,389,,,1,69,2,102,,,,,
6,10,,1,,,2606,2912,,,1,70,3,96,,,,,
1,23,22,4,,,2607,548,,,0,67,3,1,,,,,
15,,,4,,,2608,1218,3371,,0,65,3,1,,,,,
12,,,19,,,2609,3030,,,0,70,3,1,,,,,
2,28,10,27,1,19,2610,2868,3336,,1,66,2,82,,,,,
4,,,4,,,114,1725,3395,,1,65,2,119,,,,,
7,2,10,6,,,386,380,,,1,59,2,169,,,,,
7,10,35,15,,,2611,935,,,1,64,1,97,,,,,
2,10,35,65,,,2612,579,,,1,69,3,116,,,,,
1,22,,32,,,2613,3173,,,0,70,3,1,,,,,
30,23,22,4,,,2614,1973,3545,,0,71,3,2,,,,,
2,10,,16,,,2615,2857,,,1,70,3,100,,,,,
4,10,,23,,,627,2087,,,1,35,1,89,,,,,
6,,,1,6,31,2616,2266,,,1,69,3,92,,,,,
2,10,,6,,,2617,2359,,,1,68,3,107,,,,,
4,7,10,23,,,694,3033,,,1,62,1,95,,,,,
2,28,10,6,26,64,1067,1953,,,1,70,3,101,,,,,
6,29,,10,,,12,1250,,,1,70,1,78,,,,,
6,29,,10,,,2618,1433,,,1,70,1,79,,,,,
6,29,,10,,,2619,403,,,1,70,1,86,,,,,
6,29,,10,,,2620,2101,,,1,70,1,70,,,,,
6,29,,10,,,2621,141,,,1,70,1,66,,,,,
6,29,,10,,,12,612,,,1,70,1,73,,,,,
6,29,,10,,,2622,1327,,,1,70,1,83,,,,,
6,29,,10,,,12,1813,,,1,70,1,72,,,,,
22,33,,4,,,2623,2534,,,0,70,3,7,,,,,
1,23,33,31,,,2624,1416,,,0,71,3,1,,,,,
2,10,29,6,,,422,1878,,,1,62,3,133,,,,,
2,10,29,6,,,205,2391,,,1,65,1,142,,,,,
4,24,10,16,4,,2625,2795,,,1,20,3,166,,,,,
4,7,2,6,,,386,2347,,,1,53,2,160,,,,,
7,2,10,6,,,232,517,,,1,66,1,135,,,,,
2,10,35,8,,,397,1761,,,1,68,2,135,,,,,
2,35,,4,21,,2626,807,,,1,63,2,107,,,,,
23,,,4,,,2627,1618,,,0,71,3,3,,,,,
6,29,,4,,,2628,119,,,1,65,1,92,,,,,
6,10,29,6,,,2629,1999,,,1,69,3,87,,,,,
6,17,,4,,,2630,2482,3512,,1,68,2,70,,,,,
7,,,12,,,2631,571,,,1,50,2,31,,,,,
2,,,4,,,735,2987,,,1,70,2,92,,,,,
6,,,4,,,12,488,,,1,69,2,89,,,,,
1,,30,22,,,2632,2619,3398,,0,68,1,1,,,,,
2,10,29,6,,,2633,2142,,,1,68,1,93,,,,,
6,,,4,,,12,2850,,,1,69,2,95,,,,,
1,,30,22,,,2634,1457,,,0,71,3,1,,,,,
15,,,4,,,441,1011,,,0,70,3,1,,,,,
1,30,22,10,,,912,1080,3303,,0,68,1,1,,,,,
16,5,1,37,,,2635,1728,,,0,67,3,1,,,,,
31,28,18,27,19,4,644,2544,,,1,65,1,90,,,,,
18,,,4,,,2636,984,,,1,70,1,88,,,,,
6,10,,30,92,,2637,2103,,,1,67,3,76,,,,,
13,7,,4,,,2293,1649,,,1,58,1,86,,,,,
7,28,29,4,,,1069,2778,,,1,68,3,84,,,,,
4,10,,1,,,2638,1492,,,1,67,1,99,,,,,
4,2,10,22,,,2639,1058,,,1,68,2,111,,,,,
9,27,,21,,,2640,1150,3458,26,0,68,2,1,,,,,
4,10,,31,23,,2641,202,,,1,68,2,124,,,,,
1,,30,22,,,2642,121,,,0,64,3,1,,,,,
4,10,,31,90,23,2643,597,,,1,70,2,139,,,,,
7,2,28,4,,,2644,1504,,,1,68,1,91,,,,,
4,10,,23,,,2645,2886,,,1,36,2,86,,,,,
6,,,4,,,44,990,,,1,71,3,61,,,,,
23,22,,4,,,2646,797,,,0,71,3,7,,,,,
2,10,11,14,43,,1760,1110,,,1,69,1,95,,,,,
5,1,22,10,,,2647,1077,,,0,70,2,1,,,,,
4,7,10,5,,,1192,1789,,,1,57,3,104,,,,,
15,,,4,,,12,741,,,0,70,3,3,,,,,
7,2,10,10,,,2648,2140,,,1,69,1,122,,,,,
12,,,19,,,12,677,,,0,63,3,1,,,,,
1,22,,19,,,2649,2317,,,0,71,1,1,,,,,
7,2,28,4,,,610,765,,,1,68,2,97,,,,,
7,,,21,4,,12,1204,3489,,1,71,1,101,,,,,
2,28,10,30,35,,2650,513,,,1,69,2,96,,,,,
2,10,18,6,,,2651,362,,,1,71,3,103,,,,,
2,10,,6,,,2652,536,,,1,66,3,88,,,,,
6,10,,21,,,2653,2504,,,1,71,2,93,,,,,
7,2,28,4,,,347,1441,,,1,63,2,90,,,,,
7,2,10,14,,,2654,2394,,,1,68,2,92,,,,,
15,,,4,21,,218,919,,,0,71,3,1,,,,,
6,,,21,,,218,1692,,,1,71,3,63,,,,,
7,2,10,31,,,2655,3172,,,1,69,2,103,,,,,
2,35,,4,,,2526,991,,,1,69,2,103,,,,,
16,30,,37,,,1436,1105,,,0,58,3,1,,,,,
6,,,4,,,12,2875,,,1,70,1,35,,,,,
6,10,,10,,,12,2444,3282,,1,69,2,85,,,,,
27,,,30,,,12,851,,,0,67,3,3,,,,,
30,26,22,4,,,2656,614,,,0,68,3,2,,,,,
4,2,,21,4,,1320,2225,,,1,70,2,122,,,,,
4,,,21,,,2657,3021,,,1,70,1,102,,,,,
2,28,,4,,,2271,81,,,1,70,2,110,,,,,
4,7,10,8,,,2658,1520,,,1,69,2,100,,,,,
7,2,10,6,,,232,2536,,,1,60,3,118,,,,,
5,22,,4,,,370,3187,3563,,0,70,3,2,,,,,
3,10,,21,8,,2659,1015,,,1,58,1,105,,,,,
7,28,10,6,,,2660,1015,,,1,67,1,117,,,,,
12,23,,4,,,2661,1459,,,0,68,1,1,,,,,
2,35,,4,,,2662,1213,,,1,59,2,126,,,,,
4,2,10,6,,,590,2934,,,1,62,3,129,,,,,
12,23,,10,,,12,2689,,,0,69,1,1,,,,,
2,10,,6,,,179,2814,,,1,69,1,89,,,,,
9,12,,21,,,2663,2757,,,0,69,2,1,,,,,
5,1,34,43,,,2664,2351,,,0,64,3,1,,,,,
6,10,,57,43,,12,1267,,,1,59,2,82,,,,,
13,,,19,77,12,2665,1943,,,1,71,2,71,,,,,
5,23,,30,,,2666,1695,,,0,68,1,1,,,,,
6,10,,48,,,12,3010,,,1,69,1,74,,,,,
12,23,,4,37,12,2667,1343,,,0,66,1,2,,,,,
8,,,10,,,2667,2216,,,1,68,1,44,,,,,
2,10,35,6,,,205,1709,,,1,70,3,130,,,,,
1,30,22,10,,,2668,2266,,,0,67,1,1,,,,,
7,2,28,4,,,962,2906,,,1,71,2,89,,,,,
2,10,35,6,,,386,665,,,1,57,3,134,,,,,
7,2,10,6,93,,2669,2872,,,1,70,1,82,,,,,
4,10,,8,,,2670,1530,,,1,59,1,82,,,,,
4,2,,4,,,2671,3182,3319,,1,54,3,98,,,,,
2,,,4,,,1158,3074,,,1,68,1,96,,,,,
2,10,,23,,,2672,301,,,1,40,2,108,,,,,
6,10,17,21,,,12,701,,,1,67,3,91,,,,,
2,10,35,14,,,2673,3038,,,1,67,3,163,,,,,
4,2,10,6,,,2674,1265,,,1,69,2,125,,,,,
2,10,18,22,,,2675,2113,3474,,1,68,1,137,,,,,
18,,,4,,,2676,1292,,,1,54,2,112,,,,,
2,10,11,2,14,,1628,1753,,,1,58,3,119,,,,,
13,7,,12,,,2677,1740,,,1,66,3,87,,,,,
7,2,10,6,,,2678,2832,,,1,52,1,137,,,,,
2,28,35,12,,,2679,2581,,,1,70,1,89,,,,,
12,,,10,,,2680,1755,,,0,70,3,1,,,,,
1,34,23,14,,,2681,977,,,0,70,3,3,,,,,
4,2,10,19,,,2682,2968,,,1,71,1,94,,,,,
2,28,10,1,,,2683,918,,,1,70,3,111,,,,,
23,,,4,,,2684,1550,,,0,70,2,1,,,,,
2,28,,4,,,2685,966,,,1,70,3,74,,,,,
9,5,1,21,,,2686,479,3339,,0,68,2,1,,,,,
3,18,,4,,,2687,754,,,1,59,2,86,,,,,
3,10,18,4,19,,2688,2068,,,1,70,2,93,,,,,
15,,,12,,,12,405,3264,,0,68,2,2,,,,,
6,10,29,14,,,12,740,,,1,71,2,106,,,,,
2,10,35,6,,,386,1650,,,1,49,3,187,,,,,
2,28,10,6,,,2689,663,3494,,1,69,2,109,,,,,
3,10,,29,,,2690,970,,,1,70,2,116,,,,,
24,31,6,4,,,12,2573,,,1,42,3,77,,,,,
2,28,10,19,,,2691,2404,,,1,71,1,84,,,,,
20,,,22,,,2692,1326,3445,,1,71,1,63,,,,,
23,,,4,,,2693,921,,,0,67,3,7,,,,,
2,10,,6,,,182,1958,,,1,70,3,124,,,,,
7,,,21,,,2694,1353,,,1,41,3,72,,,,,
1,,23,10,,,2695,685,,,0,69,2,1,,,,,
7,,,4,,,2696,2237,,,1,70,2,33,,,,,
1,30,34,43,4,,2697,1633,3450,,0,55,3,1,,,,,
4,2,10,54,,,2698,396,,,1,70,3,115,,,,,
2,10,17,6,,,650,2271,2977,,1,63,2,140,,,,,
6,,,4,,,12,994,,,1,69,1,68,,,,,
6,10,,2,,,1200,702,,,1,71,2,90,,,,,
7,,,21,,,2699,2635,,,1,71,2,94,,,,,
23,,,10,,,1577,1310,,,0,71,3,5,,,,,
4,,,4,,,1778,990,,,1,44,2,117,,,,,
7,10,35,5,,,2700,594,,,1,66,2,105,,,,,
20,,,4,,,2380,1631,,,1,69,2,66,,,,,
20,,,4,,,2380,2213,,,1,68,2,66,,,,,
4,7,,4,,,1955,2582,,,1,61,1,91,,,,,
9,15,1,21,,,2701,2265,,,0,69,3,1,,,,,
2,10,,6,,,2702,1864,,,1,68,1,104,,,,,
27,,,4,,,2703,2570,,,0,62,3,1,,,,,
7,28,10,9,,,2704,1710,,,1,70,3,110,,,,,
7,10,,6,,,176,311,,,1,61,1,114,,,,,
7,2,28,6,4,,2705,2176,,,1,68,2,73,,,,,
9,5,1,21,,,2706,895,,,0,71,3,5,,,,,
1,22,,42,,,2707,1732,,,0,70,3,1,,,,,
6,10,17,26,,,2708,2019,,,1,67,1,85,,,,,
7,3,10,8,,,2498,2614,,,1,65,3,112,,,,,
7,2,28,6,,,2709,489,,,1,62,3,109,,,,,
13,7,31,4,,,2710,3126,,,1,68,2,90,,,,,
32,12,23,4,,,2710,193,,,0,42,3,5,,,,,
8,,,4,,,2710,1049,,,1,40,2,48,,,,,
7,2,10,31,,,2711,2355,,,1,71,2,98,,,,,
7,10,,5,,,251,2961,,,1,66,2,134,,,,,
2,10,,54,,,973,81,,,1,68,2,95,,,,,
7,2,10,43,2,,2712,2373,,,1,70,1,89,,,,,
13,7,35,21,4,,2144,2658,,,1,58,2,89,,,,,
22,25,,46,21,4,607,2932,,,0,68,3,3,,,,,
9,23,,21,,,2713,582,,,0,70,3,5,,,,,
2,,,4,14,,2714,2359,,,1,68,1,108,,,,,
7,2,35,4,,,2715,1423,,,1,69,1,92,,,,,
6,10,,39,,,12,779,,,1,69,2,76,,,,,
2,10,18,24,14,,2716,3237,,,1,70,3,104,,,,,
6,,,12,,,2717,2122,,,1,69,2,72,,,,,
18,,,4,,,1492,2308,,,1,59,1,109,,,,,
5,1,22,26,,,2718,808,,,0,70,3,1,,,,,
6,,,4,,,12,3196,,,1,70,3,26,,,,,
5,26,22,4,,,2719,2438,,,0,68,3,5,,,,,
5,1,22,10,,,2720,449,,,0,67,3,1,,,,,
1,,22,22,,,2721,2963,,,0,71,3,1,,,,,
2,10,18,19,26,56,764,420,,,1,68,1,105,,,,,
6,,,4,,,2722,2883,,,1,68,2,92,,,,,
13,7,,4,30,,2723,1472,,,1,70,2,95,,,,,
4,7,2,6,,,1922,2111,,,1,71,3,170,,,,,
4,7,2,6,,,1922,679,,,1,71,1,170,,,,,
13,7,,26,,,2724,2131,,,1,68,2,82,,,,,
2,10,18,10,,,1866,1506,,,1,70,1,108,,,,,
4,10,,6,,,183,3193,3400,,1,67,1,129,,,,,
4,2,10,19,52,,2725,1777,,,1,67,2,85,,,,,
24,2,,4,,,903,1694,3284,,1,45,3,126,,,,,
7,2,10,6,,,386,3018,,,1,52,2,159,,,,,
10,35,,6,,,2726,2724,,,1,67,1,118,,,,,
3,10,,8,,,912,1163,,,1,61,2,125,,,,,
7,10,35,9,,,2330,1768,,,1,64,1,112,,,,,
2,28,10,6,,,2727,105,,,1,69,2,96,,,,,
2,28,10,43,,,2728,596,3309,46,1,69,1,108,,,,,
35,,,4,,,2729,890,,,1,70,1,81,,,,,
2,28,10,6,,,2730,1974,,,1,70,2,90,,,,,
1,26,33,10,,,2731,1974,,,0,71,2,1,,,,,
2,28,10,6,,,2732,2684,,,1,69,3,92,,,,,
1,22,,30,,,2733,2756,,,0,70,3,1,,,,,
2,10,,6,,,2508,1923,3291,,1,68,3,130,,,,,
12,23,,4,,,2734,1535,,,0,71,2,3,,,,,
2,28,10,29,35,,2735,2847,,,1,70,2,124,,,,,
14,,,4,,,12,2894,,,0,6,1,1,,,,,
14,,,10,,,12,2942,,,0,1,1,1,,,,,
2,10,29,6,,,345,2852,,,1,54,2,127,,,,,
3,10,18,6,,,1520,870,3348,1,1,66,3,102,,,,,
2,10,,24,,,2736,1519,,,1,50,2,81,,,,,
12,,,19,21,,2737,2136,,,0,68,1,1,,,,,
7,2,10,6,,,68,1947,,,1,66,3,146,,,,,
2,28,10,19,,,2738,401,,,1,70,2,133,,,,,
13,7,11,14,21,4,2739,2029,,,1,61,1,91,,,,,
9,15,,21,,,218,3120,,,0,68,3,1,,,,,
9,15,1,21,,,218,1305,,,0,58,1,1,,,,,
2,10,,19,52,,159,2745,,,1,68,1,108,,,,,
4,10,,6,,,178,1305,,,1,64,1,162,,,,,
2,,,4,,,756,2436,1275,,1,32,3,149,,,,,
6,10,,12,4,,12,1908,1031,,1,70,2,92,,,,,
12,34,,14,21,,1004,2817,,,0,69,3,4,,,,,
8,,,10,,,1004,1712,,,1,67,1,19,,,,,
8,,,14,,,1004,2383,,,1,60,1,25,,,,,
8,,,10,,,1004,2560,,,1,67,1,22,,,,,
8,,,4,,,1004,1305,,,1,67,1,40,,,,,
8,,,10,,,1004,1307,,,1,66,1,22,,,,,
8,,,10,,,12,1307,,,1,68,1,24,,,,,
4,,,19,4,,565,2606,,,1,71,1,87,,,,,
21,13,,37,,,2740,1399,,,1,69,2,97,,,,,
21,13,,10,,,2741,528,,,1,70,2,98,,,,,
16,12,,37,,,2742,521,,,0,71,3,2,,,,,
16,12,,37,,,2743,1667,,,0,52,3,1,,,,,
4,10,,4,26,,12,3169,,,1,71,2,119,,,,,
12,22,,12,,,165,105,,,0,70,2,2,,,,,
7,10,29,6,,,2744,700,,,1,65,1,122,,,,,
6,,10,68,94,16,2745,2641,,,1,70,2,96,,,,,
4,13,7,4,,,2746,1836,,,1,32,3,114,,,,,
12,,,4,19,,2416,29,20,36,0,68,2,3,,,,,
12,,,22,,,12,29,20,36,0,65,1,2,,,,,
23,,,4,,,1118,2081,,,0,70,3,8,,,,,
2,28,35,20,19,7,81,1024,29,20,1,68,2,77,,,,,
22,,,4,,,2747,2081,,,0,70,3,1,,,,,
4,2,,4,,,2748,2226,1024,29,1,58,1,98,,,,,
2,10,35,25,,,2749,2081,,,1,69,3,102,,,,,
5,1,,22,,,2750,2081,,,0,71,1,1,,,,,
2,28,,21,,,2751,2926,,,1,70,1,90,,,,,
7,10,,6,,,1433,2698,,,1,69,2,128,,,,,
7,2,10,69,,,2752,721,,,1,69,1,104,,,,,
7,28,,4,,,2753,1340,,,1,69,1,86,,,,,
5,1,22,6,,,632,91,,,0,62,2,1,,,,,
12,,,10,,,2381,3167,,,0,68,1,1,,,,,
2,10,,6,,,2754,2032,,,1,69,3,124,,,,,
12,,,4,,,2755,2879,,,0,71,3,1,,,,,
12,,,4,,,2756,2519,,,0,67,2,1,,,,,
12,,,4,,,2756,400,,,0,68,2,1,,,,,
12,,,4,,,2757,3176,,,0,56,2,1,,,,,
12,,,4,19,37,2758,2670,,,0,50,3,1,,,,,
12,,,4,,,2759,1486,3299,,0,60,2,1,,,,,
12,,,4,19,37,2760,2623,,,0,52,2,1,,,,,
12,,,4,19,37,2761,2645,,,0,51,2,1,,,,,
12,,,4,,,2762,483,,,0,58,2,1,,,,,
12,,,4,,,2763,2645,,,0,70,2,2,,,,,
12,,,4,28,,2764,841,,,0,55,2,1,,,,,
12,,,4,28,37,2765,841,,,0,59,1,1,,,,,
12,,,4,,,2766,99,,,0,61,3,1,,,,,
12,,,4,28,,2767,772,,,0,57,2,1,,,,,
12,,,4,,,2768,772,,,0,63,1,1,,,,,
8,,,4,,,2768,2821,,,1,63,1,24,,,,,
13,,,4,,,2768,2132,,,1,63,2,46,,,,,
8,,,4,,,2768,1390,,,1,63,1,24,,,,,
12,,,4,,,2769,1231,,,0,66,2,1,,,,,
8,,,4,,,2769,1378,3391,,1,66,2,55,,,,,
12,,,4,,,2768,2530,,,0,64,1,1,,,,,
13,11,,4,,,2768,1413,,,1,64,1,24,,,,,
8,,,4,,,2768,2792,3315,,1,64,1,23,,,,,
12,,,4,,,2770,3199,,,0,53,2,1,,,,,
12,,,4,19,37,2771,2989,,,0,49,1,1,,,,,
12,,,4,33,37,2772,2414,,,0,54,2,1,,,,,
12,,,4,19,37,2773,1158,,,0,48,2,1,,,,,
12,,,4,,,2769,1337,,,0,65,1,1,,,,,
13,,,4,,,2769,2422,,,1,65,1,24,,,,,
13,,,4,,,2769,2195,,,1,65,1,24,,,,,
2,28,10,6,68,,2774,2098,,,1,65,2,106,,,,,
4,2,10,6,,,180,881,,,1,71,1,117,,,,,
27,23,25,4,,,2775,567,,,0,71,1,1,,,,,
24,6,,4,,,12,1578,,,1,2,2,52,,,,,
10,35,,6,,,1090,1855,,,1,65,3,127,,,,,
6,,,4,,,2776,1558,,,1,67,2,86,,,,,
1,,22,22,,,2777,989,1445,16,0,62,1,1,,,,,
1,30,22,10,,,2778,2764,,,0,70,2,1,,,,,
2,18,,4,,,712,782,,,1,48,3,131,,,,,
2,10,35,6,,,2779,1659,,,1,21,1,152,,,,,
4,10,,6,,,1163,1166,,,1,62,1,130,,,,,
7,10,35,23,,,2780,3045,,,1,36,1,93,,,,,
12,23,,10,,,12,527,,,0,69,1,2,,,,,
12,23,,4,,,2781,54,1053,,0,71,2,2,,,,,
13,7,,4,,,2781,1029,,,1,70,2,29,,,,,
2,28,,4,,,2782,1673,,,1,69,2,97,,,,,
6,,,4,,,12,2943,3538,,1,66,2,100,,,,,
1,,23,22,,,2783,1268,,,0,69,3,1,,,,,
7,2,28,4,,,2056,2343,,,1,70,2,124,,,,,
23,22,,4,,,2784,3139,,,0,64,2,6,,,,,
7,2,10,6,,,2779,78,,,1,14,2,163,,,,,
7,35,,4,,,2785,4,,,1,70,1,84,,,,,
5,15,,4,,,1951,2654,,,0,63,1,1,,,,,
12,,,4,,,2786,2158,,,0,69,2,6,,,,,
1,22,,8,,,2787,2416,,,0,69,3,4,,,,,
6,,,12,,,2788,646,,,1,71,3,83,,,,,
1,34,23,24,,,2789,415,,,0,68,3,2,,,,,
4,7,10,22,,,2790,2318,,,1,70,1,102,,,,,
12,,,10,,,2791,2050,,,0,70,1,1,,,,,
16,1,,37,,,2792,1528,,,0,63,3,1,,,,,
12,,,46,,,2793,2950,,,0,68,3,2,,,,,
4,2,10,6,,,559,116,,,1,52,2,165,,,,,
4,2,10,54,,,2794,2333,3403,,1,70,3,119,,,,,
24,31,2,4,,,660,124,,,1,46,3,154,,,,,
2,10,,12,6,,2795,709,3548,,1,66,3,158,,,,,
13,7,,12,,,2796,603,,,1,68,1,92,,,,,
13,7,,12,,,2797,686,,,1,69,1,93,,,,,
13,7,29,12,37,4,2798,324,,,1,70,1,87,,,,,
13,7,,4,,,2797,378,,,1,70,1,91,,,,,
10,18,,6,,,2799,1496,,,1,69,2,120,,,,,
4,,,21,,,2800,1762,,,1,64,3,89,,,,,
13,7,,4,,,398,915,,,1,69,1,24,,,,,
1,30,,31,,,2801,1436,,,0,71,3,1,,,,,
7,2,10,6,,,2216,2962,,,1,63,3,149,,,,,
7,2,10,6,,,2216,2315,,,1,67,3,136,,,,,
7,10,35,6,,,1859,502,,,1,58,2,120,,,,,
1,30,22,6,,,2802,2703,,,0,66,2,3,,,,,
2,10,29,6,,,2452,1350,,,1,38,1,153,,,,,
7,10,35,6,,,590,2801,,,1,69,2,120,,,,,
15,,,4,,,12,1778,,,0,71,3,3,,,,,
2,10,,6,,,2803,3249,,,1,50,1,161,,,,,
1,22,,31,,,2804,1294,,,0,64,1,1,,,,,
2,10,35,6,,,2805,3077,,,1,70,3,137,,,,,
1,30,34,4,,,2806,3094,,,0,67,2,1,,,,,
5,22,,4,,,93,3129,,,0,70,3,3,,,,,
7,2,10,6,,,2807,2408,,,1,66,3,138,,,,,
1,30,23,32,,,2808,2506,,,0,61,2,1,,,,,
2,,,4,90,,2809,1517,,,1,67,1,128,,,,,
5,26,22,4,2,14,2810,2111,,,0,70,3,3,,,,,
1,19,23,10,,,12,1916,,,0,69,2,1,,,,,
19,23,,10,,,2811,1876,,,0,70,1,1,,,,,
27,,,4,,,2812,1266,,,0,71,3,4,,,,,
1,27,,4,37,,2812,1872,,,0,71,3,1,,,,,
2,28,10,14,19,,2813,2350,,,1,70,2,125,,,,,
5,1,22,45,,,2814,133,,,0,71,3,1,,,,,
2,17,,4,,,2815,2477,,,1,40,3,93,,,,,
6,29,,4,,,1311,344,,,1,70,3,124,,,,,
13,7,,4,,,2816,210,,,1,60,1,98,,,,,
2,10,18,6,,,422,545,,,1,62,2,162,,,,,
1,30,22,10,,,2817,688,,,0,64,2,1,,,,,
12,23,,19,,,2818,542,3263,,0,70,1,1,,,,,
4,10,29,6,,,183,2284,,,1,60,2,155,,,,,
4,10,29,6,,,559,1127,,,1,65,1,139,,,,,
13,,,4,,,2739,1099,,,1,61,1,99,,,,,
2,28,,4,,,518,2104,,,1,60,2,113,,,,,
6,10,17,1,,,12,2139,,,1,65,1,71,,,,,
13,7,,4,,,2819,1101,,,1,64,2,90,,,,,
2,10,,6,,,2820,2607,,,1,67,3,83,,,,,
4,2,10,6,,,386,475,,,1,69,3,143,,,,,
20,,,10,,,2821,756,,,1,68,1,64,,,,,
20,,,1,,,2822,1141,,,1,70,2,63,,,,,
24,2,17,4,,,2324,3002,,,1,32,3,129,,,,,
3,10,,6,,,2823,1026,,,1,63,1,93,,,,,
3,10,,6,,,525,1895,,,1,66,1,113,,,,,
2,10,,6,,,334,1895,,,1,67,3,117,,,,,
6,,,4,,,12,2291,,,1,67,2,93,,,,,
4,7,10,31,,,2028,2265,,,1,68,1,124,,,,,
24,2,,4,,,2824,2277,,,1,40,3,134,,,,,
2,10,11,6,,,2825,1016,,,1,70,3,119,,,,,
12,,,22,12,4,2826,3210,2012,,0,68,1,1,,,,,
7,2,28,4,,,2827,3210,,,1,68,1,92,,,,,
12,26,22,4,,,2828,1705,,,0,71,3,1,,,,,
13,2,17,30,,,1467,2135,3413,,1,68,1,97,,,,,
2,10,35,6,,,68,862,,,1,48,2,177,,,,,
2,10,18,6,,,417,2788,,,1,66,2,131,,,,,
15,1,,6,,,12,3134,,,0,66,3,1,,,,,
7,2,10,6,,,650,439,,,1,70,1,119,,,,,
7,2,28,6,,,2829,2292,,,1,26,3,104,,,,,
5,1,23,30,,,2830,316,,,0,70,3,5,,,,,
3,28,10,6,,,2831,368,,,1,71,1,116,,,,,
13,7,,4,,,884,2589,,,1,70,2,113,,,,,
20,,,4,,,2832,1882,3467,,1,67,1,69,,,,,
20,,,4,,,2832,658,,,1,67,1,83,,,,,
